system_id,municipality,party,initials,first_name,last_name,gender,role
274985055313,Den Bosch,D66,M.J.J.,Mike,van der Geld,male,
347404275230,Den Bosch,D66,R.M.J.,René,van den Kerkhof,male,
1060599433100,Den Bosch,D66,I.E.C.,Inge,Visschedijk,female,
822858336287,Den Bosch,D66,J.M.M.,Annemarie,Hoog Antink,female,
911241230325,Den Bosch,D66,D.J.G.,Daan,Peters,male,
582623856145,Den Bosch,D66,G.M.M.,Geert,Verbruggen,male,
56300773580,Den Bosch,D66,B.,Bilal,Kaya,male,
172603451946,Den Bosch,D66,H.,Henk,Groen,male,
12492485918,Den Bosch,D66,V.J.M.,Veerle,van Doorn,female,
1095305090207,Den Bosch,D66,S.,Steven,Hommersom,male,
140799447782,Den Bosch,D66,D.,David,Biersteker,male,
407341121925,Den Bosch,D66,J.C.,Hans,van Veen,male,
961721742751,Den Bosch,D66,D.,Dirk,Postma,male,
533596249445,Den Bosch,D66,M.G.H.,Thijs,van Rens,male,
1071305821633,Den Bosch,D66,I.S.,Ivo,van Heck,male,
780406872849,Den Bosch,D66,M.,Mieke,de Wit,female,
189080903588,Den Bosch,D66,G.J.J.W.,Nicolette,Schaapsmeerders,female,
923447233269,Den Bosch,D66,F.M.,Fanne,Pouw,female,
52588932231,Den Bosch,D66,P.M.,Petra,van Dooren-Lansdorp,female,
401961822994,Den Bosch,D66,J.C.J.M.,Jan,Smit,male,
1003260980056,Den Bosch,D66,E.L.E.,Eefje,van den Dungen,female,
663076349091,Den Bosch,D66,W.G.,Wim,Pelgrim,male,
921902289089,Den Bosch,D66,R.F.H.M.,Robbert,van Schaik,male,
531631310170,Den Bosch,D66,C.W.M.,Ineke,Kruijs-Griens,female,
238494633117,Den Bosch,D66,S.H.T.,Steve,Bertens,male,
338521436874,Den Bosch,D66,P.C.,Sabina,de Lange,female,
977874411696,Den Bosch,D66,G.P.,Gerk,Oberman,male,
862939074393,Den Bosch,D66,E.,Eva,Morre,female,
650659983567,Den Bosch,D66,J.P.G.M.,Hans,Brouwers,male,
64461968376,Den Bosch,D66,L.F.M.,Leonie,van Dongen,female,
974385198233,Den Bosch,D66,B.M.,Bram,de Jong,male,
692112434821,Den Bosch,D66,J.A.,John,Vermeulen,male,
1022496311832,Den Bosch,D66,M.H.J.P.,Marieke,van Lieshout,female,
339769981971,Den Bosch,D66,A.L.,Antoon,Becker,male,
582748835739,Den Bosch,D66,M.,Michael,Egmont-Petersen,male,
102032552478,Den Bosch,D66,J.,Jannes,van Hove,male,
260782792157,Den Bosch,D66,L.A.,Lenard,Schoonen,male,
1013595694560,Den Bosch,D66,D.L.J.W.,Danny,Gloudemans,male,
697184061697,Den Bosch,D66,L.J.M.,Lars,Brok,male,
1098909207367,Den Bosch,D66,P.A.J.M.,Peter,van Aspert,male,
507311192848,Den Bosch,D66,E.J.J.,Erik,Beulen,male,
789704064720,Den Bosch,D66,R.R.,Robert,Wit,male,
666889822109,Den Bosch,D66,S.J.,Stefan,Schuwer,male,
209766798904,Den Bosch,D66,N.,Nico,Berlee,male,
284998070814,Den Bosch,D66,M.Y.,Marjolein,Schouten,female,
328581944583,Den Bosch,D66,C.M.,Kees,van Dongen,male,
1077805638838,Den Bosch,D66,H.P.C.,Hugo,van den Berg,male,
40227250317,Den Bosch,D66,B.,Bilal,El Amraoui,male,
874274549996,Den Bosch,D66,C.A.,Camille,van den Akker,male,
53982399039,Den Bosch,D66,E.H.P.,Eric,Logister,male,
148679403369,Den Bosch,Rosmalens Belang,R.A.P.,Roy,Geers,male,
106823740892,Den Bosch,Rosmalens Belang,A.J.G.,Antoon,de Groot,male,
663896610274,Den Bosch,Rosmalens Belang,R.F.,Roos,van der Kallen - van der Donk,female,
1064609215907,Den Bosch,Rosmalens Belang,G.J.I.J.,Guido,Smeets,male,
494979387007,Den Bosch,Rosmalens Belang,A.M.P.,Annemiek,van Gerven - van Nistelrooij,female,
1095172539777,Den Bosch,Rosmalens Belang,M.I.,Marit,van Ewijk,female,
830824038909,Den Bosch,Rosmalens Belang,C.A.J.M.,Cees,van Iersel,male,
916661566981,Den Bosch,Rosmalens Belang,H.G.M.M.,Eric,Langens,male,
276868531095,Den Bosch,Rosmalens Belang,F.,Floor,de Bruijn,female,
429789306020,Den Bosch,Rosmalens Belang,J.A.,Sjef,van der Donk,male,
541796350509,Den Bosch,Rosmalens Belang,W.L.,Wouter,Kamp,male,
303362445983,Den Bosch,Rosmalens Belang,P.B.M.,Pleunie,den Otter,female,
792151537368,Den Bosch,Rosmalens Belang,I.H.W.M.,Ilse,van Aggelen,female,
599612529927,Den Bosch,Rosmalens Belang,A.E.M.,Bart,van Druenen,male,
1077789826790,Den Bosch,Rosmalens Belang,V.W.H.M.,Vincent,Kerkhof,male,
109461626555,Den Bosch,Rosmalens Belang,J.A.M.,Karen,van Lith,female,
744732977259,Den Bosch,Rosmalens Belang,H.H.P.G.,Herman,van Dinther,male,
884538962828,Den Bosch,Rosmalens Belang,P.F.J.,Paul,Koehorst,male,
196897699108,Den Bosch,Rosmalens Belang,W.J.P.M.,Wilfred,Clement,male,
966125939657,Den Bosch,Rosmalens Belang,G.H.J.,Gerda,van de Ven,female,
197398549657,Den Bosch,Rosmalens Belang,M.A.A.G.,Rini,Timmers,male,
400354877932,Den Bosch,Rosmalens Belang,H.J.H.M.,Betty,van Creij,female,
969966797550,Den Bosch,Rosmalens Belang,M.H.L.,Mart,de Veer,male,
1036251244565,Den Bosch,Rosmalens Belang,M.J.,Rien,van Grunsven,male,
204471080625,Den Bosch,Rosmalens Belang,W.P.J.M.,Willem-Peter,Kriek,male,
885924814322,Den Bosch,Rosmalens Belang,A.J.M.,Jos,van Son,male,
276054477161,Den Bosch,VVD,J.W.F.,Jan,Hoskam,male,
143234160484,Den Bosch,VVD,R.J.J.,Ralph,Geers,male,
963534657425,Den Bosch,VVD,E.E.M.,Eva,Eigenhuijsen,female,
803901454683,Den Bosch,VVD,M.A.W.A.M.,Mikhael,Hack,male,
603008455789,Den Bosch,VVD,J.P.M.,Hanneke,Welten,female,
288112738817,Den Bosch,VVD,A.M.,André,Rotman,male,
939372901473,Den Bosch,VVD,F.J.,Freek,van Haren,male,
588895295560,Den Bosch,VVD,W.,Wendy,de Groot,female,
117482991411,Den Bosch,VVD,L.L.F.M.,Gino,Ciotti,male,
1048927867036,Den Bosch,VVD,R.P.M.,Robert,Janssen,male,
108822216478,Den Bosch,VVD,L.T.J.,Loek,Opdam,male,
331488722212,Den Bosch,VVD,P.H.J.,Patrick,Molle,male,
354366721359,Den Bosch,VVD,M.H.,Maarten,Schutgens,male,
1062111259605,Den Bosch,VVD,A.T.,Titia,Bredée,female,
312767136201,Den Bosch,VVD,J.A.M.,Johan,van Miltenburg,male,
19436643367,Den Bosch,VVD,K.A.J.M.,Karel,Burger Dirven-Groenendijk,male,
765427940963,Den Bosch,CDA,H.C.,Huib,van Olden,male,
860432530258,Den Bosch,CDA,M.A.B.,Marianne,van der Sloot,female,
974718129599,Den Bosch,CDA,I.J.J.,Ingrid,van Asseldonk - van Zwambagt,female,
530684627448,Den Bosch,CDA,O.R.,Olaf,Thelissen,male,
37962655394,Den Bosch,CDA,F.G.F.,Freek,van Genugten,male,
545149360667,Den Bosch,CDA,M.C.J.M.,Marcel,Ploegmakers,male,
810039130115,Den Bosch,CDA,W.A.G.M.,Willem,van Rosmalen,male,
586647558570,Den Bosch,CDA,W.P.,Wim,van Koert,male,
468801708031,Den Bosch,CDA,P.S.,Patrick,Kuis,male,
534214178256,Den Bosch,CDA,E.H.J.,Bettie,de Leeuw,female,
19102253585,Den Bosch,CDA,A.A.J.,Ton,van der Leest,male,
171296786332,Den Bosch,CDA,T.A.,Thomas,Hoogeboom,male,
82209365380,Den Bosch,CDA,J.I.M.,Hans,van der Biezen,male,
246476647470,Den Bosch,CDA,J.A.W.M.,Hans,Bierens,male,
638203405042,Den Bosch,CDA,C.F.,Cas,de Quaij,male,
349133255015,Den Bosch,CDA,J.J.A.M.,Jacques,van der Miessen,male,
941100337511,Den Bosch,CDA,G.,Gerdien,van Abeelen-Dekker,female,
773311343562,Den Bosch,CDA,A.,Arjan,Löesink,male,
62203893775,Den Bosch,CDA,J.W.J.M.,Jan,van Lokven,male,
524410815133,Den Bosch,CDA,I.M.,Manuela,Mboto,female,
799702351674,Den Bosch,CDA,J.F.,Jan,Brouwers,male,
223895228360,Den Bosch,CDA,W.,Wim,Jonker,male,
987245558786,Den Bosch,CDA,F.A.,Franc,Pommer,male,
432045820624,Den Bosch,CDA,M.M.P.,Marly,Brons,female,
453866474132,Den Bosch,CDA,M.S.,Marc,Benninga,male,
244364583430,Den Bosch,CDA,F.H.M.,Frans,van Nistelrooij,male,
900733685712,Den Bosch,CDA,T.C.C.M.,Tom,Oomen,male,
564040461673,Den Bosch,CDA,J.M.T.N.,Annemie,van Oijen,female,
611706172247,Den Bosch,CDA,H.P.M.,Henk,Bosch,male,
624038224655,Den Bosch,CDA,P.W.H.,Pierre,Kisters,male,
295107535246,Den Bosch,CDA,I.W.,Ingrid,Thelissen-Jansen,female,
1020878320381,Den Bosch,CDA,E.J.,Eric,Janse de Jonge,male,
253141954578,Den Bosch,CDA,G.P.J.H.M.,Gerard,Coonen,male,
612882414759,Den Bosch,CDA,V.A.A.,Viktor,Heitkamp,male,
174080596131,Den Bosch,CDA,S.P.M.F.,Stijn,Steenbakkers,male,
1051869515167,Den Bosch,CDA,H.A.,Lenie,van de Ven-van der Zanden,female,
527073370254,Den Bosch,CDA,B.J.M.,Ben,Wagemakers,male,
441039638952,Den Bosch,Raadsgroepering 'Bosch Belang',P.M.,Paul,van der Krabben,male,
307715659342,Den Bosch,Raadsgroepering 'Bosch Belang',F.H.,Frans,van Valkenburg,male,
312042534275,Den Bosch,Raadsgroepering 'Bosch Belang',K.F.A.W.C.,Kimberly,Smolders-Mandemaker,female,
77657987492,Den Bosch,Raadsgroepering 'Bosch Belang',L.C.,Bert,van Gelder,male,
945160542069,Den Bosch,Raadsgroepering 'Bosch Belang',J.J.A.M.,John,Jansen,male,
684541594844,Den Bosch,Raadsgroepering 'Bosch Belang',C.H.A.,Corine,van den Wildenberg,female,
133495187137,Den Bosch,Raadsgroepering 'Bosch Belang',M.C.,Janneke,Kruiswijk,female,
483125531018,Den Bosch,Raadsgroepering 'Bosch Belang',R.M.,Rens,Eerhart,male,
546203725524,Den Bosch,Raadsgroepering 'Bosch Belang',D.F.C.G.,Dennis,Smith,male,
834114943897,Den Bosch,Raadsgroepering 'Bosch Belang',A.A.,Bart,van Engelen,male,
1095899447653,Den Bosch,Raadsgroepering 'Bosch Belang',F.H.,Frans,van Valkenburg jr,male,
519064849065,Den Bosch,Raadsgroepering 'Bosch Belang',B.J.F.H.,Boy,Leermans,male,
405124161204,Den Bosch,Raadsgroepering 'Bosch Belang',V.W.M.,Viviane,Blom - Hurkens,female,
1081220083836,Den Bosch,Raadsgroepering 'Bosch Belang',J.A.C.,Jurgen,van Geenen,male,
567507886719,Den Bosch,Raadsgroepering 'Bosch Belang',A.M.F.L.,Mieke,Verheijen- van den Hoogen,female,
443596841821,Den Bosch,Raadsgroepering 'Bosch Belang',G.J.,Geri,Le Ruet,male,
983214414313,Den Bosch,Raadsgroepering 'Bosch Belang',C.E.J.J.,Chaim,Koningstein,male,
400123639033,Den Bosch,Raadsgroepering 'Bosch Belang',H.M.C.M.,Henk,van Kollenburg,male,
832098585705,Den Bosch,Raadsgroepering 'Bosch Belang',E.,Erik,van Loon,male,
592012430392,Den Bosch,Raadsgroepering 'Bosch Belang',A.A.W.,Dave,Broeren,male,
678357472881,Den Bosch,Raadsgroepering 'Bosch Belang',J.S.,Annelies,Leermans -Meesters,female,
312937911488,Den Bosch,Raadsgroepering 'Bosch Belang',R.M.A.W.A.,Richelle,Vercruijssen - Burg,female,
423391424476,Den Bosch,Raadsgroepering 'Bosch Belang',J.H.M.,Danny,van de Griendt,male,
303793923334,Den Bosch,Raadsgroepering 'Bosch Belang',L.Y.,Levent,Bikmaz,male,
208103700917,Den Bosch,Raadsgroepering 'Bosch Belang',A.M.,Ad,Krol,male,
856081500501,Den Bosch,Raadsgroepering 'Bosch Belang',M.L.E.,Ria,Dupont- Roomer,female,
970109629327,Den Bosch,Raadsgroepering 'Bosch Belang',C.E.,Christel,Jansen - Meesters,female,
741465054417,Den Bosch,Raadsgroepering 'Bosch Belang',H.P.M.,Tom,van Boxtel,male,
414963932972,Den Bosch,Raadsgroepering 'Bosch Belang',G.J.,Gerard,Dekkers,male,
571264253301,Den Bosch,Raadsgroepering 'Bosch Belang',K.F.P.,Kenny,van Dulmen,male,
755328600501,Den Bosch,Raadsgroepering 'Bosch Belang',J.A.F.,Jack,Peters,male,
375458646616,Den Bosch,Raadsgroepering 'Bosch Belang',J.J.C.A.,Joey,Jansen jr,male,
967981535739,Den Bosch,Raadsgroepering 'Bosch Belang',A.J.,Sjef,van der Heijden,male,
140251691488,Den Bosch,Raadsgroepering 'Bosch Belang',R.A.L.,Rachel,Mandemaker,female,
649041794801,Den Bosch,Raadsgroepering 'Bosch Belang',M.J.M.,Mark,Teulings,male,
422070974382,Den Bosch,Raadsgroepering 'Bosch Belang',Y.,Yasemin,Gökce,female,
747868316593,Den Bosch,Raadsgroepering 'Bosch Belang',B.G.G.,Babette,van Hintum,female,
820777364269,Den Bosch,Raadsgroepering 'Bosch Belang',J.J.,Daphne,Brouwers,female,
542437006541,Den Bosch,Raadsgroepering 'Bosch Belang',J.H.L.,Hans,van Rooij,male,
298844971905,Den Bosch,Raadsgroepering 'Bosch Belang',H.M.,Henri,van Prooijen,male,
372564580924,Den Bosch,Raadsgroepering 'Bosch Belang',A.C.F.M.,Gon,Arnouts,female,
292201310188,Den Bosch,Raadsgroepering 'Bosch Belang',A.M.,Tonnie,Passon,male,
134801565491,Den Bosch,Raadsgroepering 'Bosch Belang',M.,Manon,van Stiphout,female,
722382763714,Den Bosch,Raadsgroepering 'Bosch Belang',R.T.A.,Renske,de Wit,female,
295998057210,Den Bosch,Raadsgroepering 'Bosch Belang',A.F.,Adrie,Vermulm,male,
466380097561,Den Bosch,Raadsgroepering 'Bosch Belang',K.A.F.,Kenny,van den Broek,male,
774773215681,Den Bosch,Raadsgroepering 'Bosch Belang',M.,Michelle,Verstegen,female,
789251035758,Den Bosch,Raadsgroepering 'Bosch Belang',F.R.A.,Frank,Corten,male,
119459605877,Den Bosch,Raadsgroepering 'Bosch Belang',Y.,Yvonne,van Gelder - van Rooij,female,
606161004505,Den Bosch,Raadsgroepering 'Bosch Belang',J.,Sjef,van Gulik,male,
127937215490,Den Bosch,SP,A.W.,Bram,van Boven,male,
566449580497,Den Bosch,SP,C.K.J.,Cecile,Visscher,female,
303462619476,Den Bosch,SP,J.C.H.,Ans,Lokhoff,female,
1158407533,Den Bosch,SP,B.F.C.,Bram,Roovers,male,
738509311419,Den Bosch,SP,W.A.M.,Will,Vugs,male,
324694551952,Den Bosch,SP,P.H.,Patty,Hamerslag,female,
796971936409,Den Bosch,SP,J.W.J.,Joris,Maas,male,
596195130371,Den Bosch,SP,T.E.A.,Tessa,Beckman,female,
635028372742,Den Bosch,SP,M.H.,Merel,Stoop,female,
126428356759,Den Bosch,SP,N.G.L.,Nico,Heijmans,male,
1084958702641,Den Bosch,SP,S.C.,Sander,van Hasselt,male,
408660237852,Den Bosch,SP,Q.W.M.J.,Qu,de Veer,male,
802955750045,Den Bosch,SP,J.F.M.,Johan,Hamers,male,
269506051448,Den Bosch,SP,H.J.M.,Henk,Walta,male,
80037077760,Den Bosch,SP,J.H.C.,Hans,Wijnakker,male,
626453175112,Den Bosch,SP,J.H.M.,Jacques,Peeters,male,
45332907735,Den Bosch,SP,S.L.G.,Stefan,Schellen,male,
1095834756661,Den Bosch,SP,P.,Paul,Lokhoff,male,
232472896668,Den Bosch,SP,L.,Luuk,van Dijk,male,
885232541628,Den Bosch,SP,R.J.M.,Rene,Hopman,male,
48833045079,Den Bosch,SP,M.J.C.,Marije,den Otter,female,
852543400556,Den Bosch,SP,J.N.A.,Jan,Wijkmans,male,
530727476701,Den Bosch,SP,W.H.M.,Willy,van Dun-de Bruin,female,
160093103368,Den Bosch,SP,R.W.B.,Richard,van Dok,male,
484363033185,Den Bosch,SP,A.M.,Rien,Mertens,male,
1081074473116,Den Bosch,SP,L.J.M.,Diny,de Veer - van den Meijdenberg,female,
950064614387,Den Bosch,SP,J.L.,Judith,Groen,female,
424221672744,Den Bosch,SP,E.P.,Ella,Spaargaren,female,
893532128276,Den Bosch,SP,H.M.A.,Henk,Wentink,male,
1020725979352,Den Bosch,SP,S.H.M.,Stephan,Savelberg,male,
218808858883,Den Bosch,SP,A.B.M.,Alexander,van Gerven,male,
421627923663,Den Bosch,SP,A.O.W.,Arno,Willems,male,
7495697582,Den Bosch,SP,R.F.A.,Roel,van Schaijk,male,
703176016059,Den Bosch,Bossche Volks Partij,A.T.A.,Nol,Roos,male,
1085615496470,Den Bosch,Bossche Volks Partij,J.J.M.,Joep,Gersjes,male,
654602948277,Den Bosch,Bossche Volks Partij,P.H.,Paul,Wiggers,male,
257724596066,Den Bosch,Bossche Volks Partij,P.W.M.,Patrick,Schellings,male,
560472358963,Den Bosch,Bossche Volks Partij,M.E.,Mark,Kleiter,male,
42370821898,Den Bosch,Bossche Volks Partij,K.D.M.R.,Kim,Krabbers,female,
42561822243,Den Bosch,Bossche Volks Partij,J.P.,Joop,van Steenpaal,male,
12216947358,Den Bosch,Bossche Volks Partij,F.J.H.,Frans,van Valkenburg,male,
343658602424,Den Bosch,Bossche Volks Partij,T.C.,Theo,Bonte,male,
129751522415,Den Bosch,Bossche Volks Partij,W.A.H.J.E.,Willie,van Keulen,male,
994734157640,Den Bosch,Bossche Volks Partij,B.B.L.J.M.,Bonaire,van Weert,male,
600820360618,Den Bosch,Bossche Volks Partij,J.M.,Hanneke,Weeterings,female,
846646448889,Den Bosch,Bossche Volks Partij,A.P.M.H.,Jeanne,van Esch,female,
688036588828,Den Bosch,Bossche Volks Partij,H,Harold,van Genderen,male,
702958495078,Den Bosch,Bossche Volks Partij,H.C.M.,Renate,Claessen,female,
20478557469,Den Bosch,Bossche Volks Partij,M.T.J.,Monique,van Schijndel,female,
706677579888,Den Bosch,Bossche Volks Partij,M.E.J.,Liesbeth,Janssen,female,
1055821473753,Den Bosch,Bossche Volks Partij,A.J.G.P.M.,Marco,van Keulen,male,
428047399890,Den Bosch,Bossche Volks Partij,A.P.M.,Ad,Smits,male,
359052871990,Den Bosch,Bossche Volks Partij,E.R.,Edward,Butteling,male,
617054549451,Den Bosch,Bossche Volks Partij,L.,Liane,van Deijk,female,
249047660013,Den Bosch,Bossche Volks Partij,S.,Sven,Dröge,male,
560561577674,Den Bosch,Bossche Volks Partij,S.H.F.,Sander,Aarts,male,
793634582195,Den Bosch,Bossche Volks Partij,M.A.,Michael,Klaassen,male,
374147804752,Den Bosch,Bossche Volks Partij,J.J.H.P.,Jack,van Raamsdonk,male,
109893679660,Den Bosch,Bossche Volks Partij,C.C.M.,Charles,Rijnders,male,
481552853542,Den Bosch,Bossche Volks Partij,L.A.,Leo,Aarts,male,
992532478095,Den Bosch,Bossche Volks Partij,G.J.,Fred,van der Veer,male,
112737367577,Den Bosch,Bossche Volks Partij,J.P.,Johan,Alders,male,
309683833164,Den Bosch,Bossche Volks Partij,G.A.A.T.,Marcel,Doms,male,
589173658580,Den Bosch,Bossche Volks Partij,R.,Remco,Pinar,male,
903123732912,Den Bosch,Bossche Volks Partij,P.N.,Peter,van Pinxten,male,
1006279220709,Den Bosch,Bossche Volks Partij,J.B.,John,Theunissen,male,
813630117296,Den Bosch,PvdA,P.,Pieter-Paul,Slikker,unknown,
883822974311,Den Bosch,PvdA,F.,Fouad,Kabbouti,unknown,
534165710149,Den Bosch,PvdA,J.M.C.,Jolanda,van Gool,unknown,
857465059395,Den Bosch,PvdA,D.C.I.T.,Desirée,Coense-Weber,unknown,
468112266619,Den Bosch,PvdA,G.A.J.,Gert-Jan,van Rooij,unknown,
72135903206,Den Bosch,PvdA,L.C.M.,Lesha,Bosman,unknown,
282101674752,Den Bosch,PvdA,O.,Osman,Ã‡ifÃ§i,unknown,
1037418364337,Den Bosch,PvdA,M.P.,Marcia,van der Wens-Gruijters,unknown,
123362863844,Den Bosch,PvdA,S.J.M.,Stan,Peters,unknown,
230890375331,Den Bosch,PvdA,R.G.,Rob,Hoogeboom,unknown,
129469341508,Den Bosch,PvdA,D.B.,Daan,Schouten,unknown,
574741072837,Den Bosch,PvdA,H.A.,Heleen,Huizenga,unknown,
560693876857,Den Bosch,PvdA,H.,Hans,Andeweg,unknown,
756961398391,Den Bosch,PvdA,M.E.,Minke,Oskam-IJpma,unknown,
457712977952,Den Bosch,PvdA,T.,Tim,van de Ven,unknown,
98880491646,Den Bosch,PvdA,P.J.H.,Patrick,Hoedemakers,unknown,
823595953924,Den Bosch,PvdA,N.,Nadine,Tervoort,unknown,
254025072683,Den Bosch,PvdA,H.J.C.M.,Erik,van de Westerlo,unknown,
164249393250,Den Bosch,PvdA,J.J.P.B.,Josie,Knipping,unknown,
713761348777,Den Bosch,PvdA,F.A.,Frank,Planten,unknown,
688695859653,Den Bosch,PvdA,L.H.M.,Lidwien,van Noorden,unknown,
74807167863,Den Bosch,PvdA,M.,Marc,Horsten,unknown,
85965301974,Den Bosch,PvdA,S.,Sepideh,Haj Modiri,unknown,
461459569519,Den Bosch,PvdA,P.J.M.,Peter,de Leeuw,unknown,
470855044338,Den Bosch,PvdA,M.H.J.,Monique,Verboven,unknown,
83071179325,Den Bosch,PvdA,J.,Sjef,Ipskamp,unknown,
808917358803,Den Bosch,PvdA,A.,Anouk,Gijsbrechts-Wanmaker,unknown,
62554566229,Den Bosch,PvdA,T.H.J.,Tom,Oostra,unknown,
696044350742,Den Bosch,PvdA,J.C.,Jolanda,Noordzij,unknown,
682131554064,Den Bosch,PvdA,F.,Femke,Hoekstra-Wittebol,unknown,
81217847082,Den Bosch,PvdA,R.M.J.B.,Rebecca,Slotboom,unknown,
588740736682,Den Bosch,PvdA,M.A.,Tilly,van Uffelen,unknown,
91909898717,Den Bosch,PvdA,M.M.G.,Marja,van Noort,unknown,
845908289791,Den Bosch,PvdA,M.P.M.,Jacky,Goossens,unknown,
817537142810,Den Bosch,PvdA,M.,Theo,Leermans,unknown,
243394879228,Den Bosch,PvdA,M.,Mach,Ghossein,unknown,
994306808779,Den Bosch,PvdA,L.M.,Ludwina,van der Mijden,unknown,
994464664044,Den Bosch,PvdA,R.T.P.M.,Rob,Koolen,unknown,
1023697612571,Den Bosch,PvdA,R.T.M.,Rob,Bots,unknown,
145203687519,Den Bosch,PvdA,N.,Nanne,Scholtens,unknown,
820235344433,Den Bosch,PvdA,H.P.,Hermie,van Ommeren,unknown,
1055979402452,Den Bosch,PvdA,M.J.,Annemarie,Posset-van de Pol,unknown,
174767045189,Den Bosch,PvdA,H.J.,Harm,Rijks,unknown,
708415673825,Den Bosch,PvdA,J.C.P.,Sjef,Marcelis,unknown,
829170287796,Den Bosch,PvdA,R.H.J.,Reinoud,van Uffelen,unknown,
260136835227,Den Bosch,PvdA,J.M.F.,Joke,van der Beek,unknown,
706691514066,Den Bosch,PvdA,R.W.M.,Ruud,Rottier,unknown,
588510681608,Den Bosch,PvdA,C.B.P.,Rodney,Weterings,unknown,
523939803314,Den Bosch,PvdA,G.J.,Geert,Snijders,unknown,
470299910356,Den Bosch,PvdA,A.,Bram,Stemerdink,unknown,
108027533762,Den Bosch,GroenLinks,U,Ufuk,Kahya,male,
758502463265,Den Bosch,GroenLinks,E.J.,Esther,de Ruiter,female,
515428883879,Den Bosch,GroenLinks,A.P.R.G.M.,Antoon,van Rosmalen,male,
805629573958,Den Bosch,GroenLinks,R.G.,René,Vonk,male,
907617878343,Den Bosch,GroenLinks,R.J.A.,Ralph,Schreinemachers,male,
744076347423,Den Bosch,GroenLinks,Y.,Yeliz,Doğan,female,
565537091620,Den Bosch,GroenLinks,S.R.M.,Steven,van Slageren,male,
566653516345,Den Bosch,GroenLinks,L.S.C.,Lonneke,van Grunderbeek,female,
802429506373,Den Bosch,GroenLinks,J.M.,Martha,Wisse,female,
613081897678,Den Bosch,GroenLinks,T.,Tijn,van der Zwan,male,
955569044471,Den Bosch,GroenLinks,E.H.P.S.M.,Noortje,van den Eerenbeemt,female,
767038799645,Den Bosch,GroenLinks,S.,Suzanne,van Hees,female,
97358606586,Den Bosch,GroenLinks,A.D.,André,Bannink,male,
608381183287,Den Bosch,GroenLinks,T.,Truuske,Smits,female,
698207762888,Den Bosch,GroenLinks,M.,Michiel,van Eeden,male,
316327541411,Den Bosch,GroenLinks,J.W.H.,Jan,Dirx,male,
891905038194,Den Bosch,GroenLinks,G.J.M.,Gemmy,Gladdines,female,
185137619312,Den Bosch,GroenLinks,A.H.J.,Aad,Smid,male,
82695220128,Den Bosch,GroenLinks,J.A.,Daan,Vos,male,
40262054120,Den Bosch,GroenLinks,M.W.B.M.,Martijn,Leensen,male,
952151708569,Den Bosch,GroenLinks,L.L.A.,Lara,Sijnesael,female,
17922515598,Den Bosch,GroenLinks,A.J.,Arend,de Wilde,male,
884660124669,Den Bosch,GroenLinks,W.,Wim,Sloot,male,
796050739056,Den Bosch,GroenLinks,T.W.,Tom,Ludwig,male,
214686973591,Den Bosch,GroenLinks,A.F.E.M.,Eric,Leltz,male,
203271791724,Den Bosch,GroenLinks,S.,Sterre,Remijn,female,
378940338574,Den Bosch,GroenLinks,P.M.S.A.,Philippe,Gruijthuijzen,male,
962399303012,Den Bosch,GroenLinks,B.J.,Betsy,Wisselink,female,
346294221237,Den Bosch,GroenLinks,A.C.H.,Toon,van der Ven,male,
542838611508,Den Bosch,GroenLinks,S.,Silvia,Costa Gonzalez,female,
958122114764,Den Bosch,GroenLinks,M.,Ria,van Cappellen,female,
1044184810179,Den Bosch,GroenLinks,C.,Christiaan,Roorda,male,
1004166644301,Den Bosch,GroenLinks,C.J.,Klazien,Laansma,female,
1041164469937,Den Bosch,GroenLinks,M.J.C.,Michiel,van der Velden,male,
294444583428,Den Bosch,GroenLinks,L.M.H.A.,Leo,van Balen,male,
1012252085072,Den Bosch,GroenLinks,A.,Abe,Renema,male,
475781046185,Den Bosch,GroenLinks,J.H.M.,Jolan,van den Hoogen,female,
273645835292,Den Bosch,GroenLinks,E.R.,Ewout,Muntz,male,
33704191924,Den Bosch,GroenLinks,J.L.M.,Hans,Brummer,male,
998307825087,Den Bosch,GroenLinks,H.J.F.J.M.,Harriet,van den Eerenbeemt - van Rosmalen,female,
907150364210,Den Bosch,GroenLinks,M.E.,Monique,Bredeveld,female,
266905393613,Den Bosch,GroenLinks,M.A.F.,Marc,Eysink Smeets,male,
481601743582,Den Bosch,GroenLinks,P.T.M.,Peter,van Doremalen,male,
470511064815,Den Bosch,GroenLinks,E.A.,Erik,de Rooij,male,
976010211876,Den Bosch,GroenLinks,A.,Arno,Uijlenhoet,male,
58332498375,Den Bosch,GroenLinks,H.I.,Hagar,Roijackers,female,
920460344274,Den Bosch,GroenLinks,A.J.A.,Arie,Bijl,male,
920762484564,Den Bosch,GroenLinks,R.G.J.,Ruud,Schouten,male,
467985487673,Den Bosch,GroenLinks,P.J.,Patrick,Leenders,male,
732947406081,Den Bosch,GroenLinks,B.S.,Bart,Eigeman,male,
1042384407732,Den Bosch,De Bossche Groenen,J.,Judith,Hendrickx,female,
509514929888,Den Bosch,De Bossche Groenen,W.B.G.,Will,Hoeben,male,
964729131454,Den Bosch,De Bossche Groenen,H.M.,Rianneke,Mees-Huibers,female,
992949309532,Den Bosch,De Bossche Groenen,A.L.,Lex,Roes,male,
65589882601,Den Bosch,De Bossche Groenen,C.E.,Collin,Hoogeveen,male,
